v5_1_id,source_row,domain,feature,description,implementation_directive,source_checkbox,v5_1_phase,v5_1_priority,v5_1_repo,backend_status,frontend_status,integration_status,e2e_status,product_accessibility,overall_status,product_value,launch_dependency,technical_dependencies,risk,effort,missing,recommended_wave,evidence_backend,evidence_frontend,evidence_tests
V51-168,169,Landing & acquisition,FAQ,Répondre objections principales.,FR/EN.,☐,MVP/Plan D,Haute,LP,N/A,FRONTEND_COMPLETE,N/A,E2E_COMPLETE,USER_ACCESSIBLE,IMPLEMENTED,HIGH,DESIRABLE,Public Web; waitlist API; CASL consent; legally approved content where applicable,LOW,N/A,None material for the v5.1 row as scoped.,Maintenance only,src/modules/waitlist; src/modules/emails,src/app/page.tsx; src/components/landing; legal placeholders,e2e/landing.spec.ts; waitlist service tests
V51-169,170,Landing & acquisition,CTA waitlist,Capturer leads.,Formulaire rapide.,☐,MVP/Plan D,Haute,LP,N/A,FRONTEND_COMPLETE,N/A,E2E_COMPLETE,USER_ACCESSIBLE,IMPLEMENTED,HIGH,DESIRABLE,Public Web; waitlist API; CASL consent; legally approved content where applicable,LOW,N/A,None material for the v5.1 row as scoped.,Maintenance only,src/modules/waitlist; src/modules/emails,src/app/page.tsx; src/components/landing; legal placeholders,e2e/landing.spec.ts; waitlist service tests
V51-170,171,Landing & acquisition,Waitlist API,Enregistrer email et profil.,"Validation, anti-spam.",☐,MVP/Plan D,Haute,LP,BACKEND_COMPLETE,FRONTEND_COMPLETE,INTEGRATED,E2E_COMPLETE,USER_ACCESSIBLE,IMPLEMENTED,CRITICAL,BLOCKER,Public Web; waitlist API; CASL consent; legally approved content where applicable,HIGH,N/A,None material for the v5.1 row as scoped.,Maintenance only,src/modules/waitlist; src/modules/emails,src/app/page.tsx; src/components/landing; legal placeholders,e2e/landing.spec.ts; waitlist service tests
V51-171,172,Landing & acquisition,Consentement CASL,Capturer consentement marketing.,Envoyer booléen réel au serveur.,☐,MVP/Plan D,Haute,LP,BACKEND_COMPLETE,FRONTEND_COMPLETE,INTEGRATED,E2E_COMPLETE,USER_ACCESSIBLE,IMPLEMENTED,CRITICAL,BLOCKER,Public Web; waitlist API; CASL consent; legally approved content where applicable,HIGH,N/A,None material for the v5.1 row as scoped.,Maintenance only,src/modules/waitlist; src/modules/emails,src/app/page.tsx; src/components/landing; legal placeholders,e2e/landing.spec.ts; waitlist service tests
V51-172,173,Landing & acquisition,Email confirmation waitlist,Confirmer inscription.,Resend + template.,☐,MVP/Plan D,Haute,LP,BACKEND_COMPLETE,FRONTEND_COMPLETE,PARTIALLY_INTEGRATED,UNIT_ONLY,USER_ACCESSIBLE,PARTIAL,HIGH,DESIRABLE,Public Web; waitlist API; CASL consent; legally approved content where applicable,LOW,M,Waitlist email trigger/template exists; external delivery is unverified.,Public launch readiness,src/modules/waitlist; src/modules/emails,src/app/page.tsx; src/components/landing; legal placeholders,e2e/landing.spec.ts; waitlist service tests
V51-173,174,Landing & acquisition,Pages légales,"CGU, confidentialité, cookies.",Remplacer placeholders.,☐,MVP/Plan D,Haute,LP,BACKEND_ABSENT,FRONTEND_PLACEHOLDER,NOT_INTEGRATED,WEB_COMPONENT_ONLY,PLACEHOLDER,PLACEHOLDER,CRITICAL,BLOCKER,Public Web; waitlist API; CASL consent; legally approved content where applicable,HIGH,M,Legal routes are explicit placeholders and content is not legally validated.,Production launch — Legal,src/modules/waitlist; src/modules/emails,src/app/page.tsx; src/components/landing; legal placeholders,e2e/landing.spec.ts; waitlist service tests
V51-174,175,Administration interne,Dashboard admin,Vue interne plateforme.,Accès admin uniquement.,☐,Phase 2,Moyenne,API/Web,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,DEFERRED,MEDIUM,POST-MVP,Admin product scope; dedicated admin APIs; audit trail; QA admin identity,LOW,XL,"Admin role exists, but there is no admin dashboard.",L — Analytics & administration,admin role guards and selected owner/admin endpoints; no admin management module,no admin route/dashboard/navigation,test/admin-authorization.e2e-spec.ts; no browser Admin E2E
V51-175,176,Administration interne,Gestion utilisateurs,Lister et consulter utilisateurs.,Pagination et recherche.,☐,Phase 2,Moyenne,API/Web,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,ABSENT,MEDIUM,POST-MVP,Admin product scope; dedicated admin APIs; audit trail; QA admin identity,MEDIUM,XL,No user-management API or UI exists.,L — Analytics & administration,admin role guards and selected owner/admin endpoints; no admin management module,no admin route/dashboard/navigation,test/admin-authorization.e2e-spec.ts; no browser Admin E2E
V51-176,177,Administration interne,Gestion rôles admin,Attribuer ou retirer rôles sensibles.,Journalisation obligatoire.,☐,Phase 2,Moyenne,API/Web,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,ABSENT,MEDIUM,POST-MVP,Admin product scope; dedicated admin APIs; audit trail; QA admin identity,MEDIUM,XL,No admin role-management API or UI exists.,L — Analytics & administration,admin role guards and selected owner/admin endpoints; no admin management module,no admin route/dashboard/navigation,test/admin-authorization.e2e-spec.ts; no browser Admin E2E
V51-177,178,Administration interne,Gestion événements,Modérer événements.,Masquer/annuler si abus.,☐,Phase 2,Moyenne,API/Web,BACKEND_COMPLETE,FRONTEND_ABSENT,NOT_INTEGRATED,API_E2E_ONLY,NOT_ACCESSIBLE,BACKEND_ONLY,MEDIUM,POST-MVP,Admin product scope; dedicated admin APIs; audit trail; QA admin identity,MEDIUM,M,"Admin can use selected event-management APIs, but no admin product surface exists.",L — Analytics & administration,admin role guards and selected owner/admin endpoints; no admin management module,no admin route/dashboard/navigation,test/admin-authorization.e2e-spec.ts; no browser Admin E2E
V51-178,179,Administration interne,Gestion prestataires,Modérer profils.,Statut actif/inactif.,☐,Phase 2,Moyenne,API/Web,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,ABSENT,MEDIUM,POST-MVP,Admin product scope; dedicated admin APIs; audit trail; QA admin identity,MEDIUM,XL,No admin vendor-management surface exists.,L — Analytics & administration,admin role guards and selected owner/admin endpoints; no admin management module,no admin route/dashboard/navigation,test/admin-authorization.e2e-spec.ts; no browser Admin E2E
V51-179,180,Internationalisation,next-intl Web,Installer et configurer i18n dans Elintys-web.,"Routes FR/EN, messages/fr.json.",☐,MVP/Phase 3,Moyenne,API/Web/LP,N/A,FRONTEND_ABSENT,N/A,NO_TEST,NOT_ACCESSIBLE,ABSENT,MEDIUM,DESIRABLE,Locale routing/provider; translated runtime copy; localized metadata/templates,MEDIUM,L,"No next-intl dependency, locale routing or runtime provider is present.",M — Internationalization,French error codes/messages; no locale API,messages/fr.json and en.json exist; no next-intl dependency or locale routing; many direct fr imports,copy parity/unit tests only; no locale browser E2E
V51-180,181,Internationalisation,Messages EN,Créer messages/en.json.,Ontario M18.,☐,MVP/Phase 3,Moyenne,API/Web/LP,N/A,FRONTEND_DEAD_CODE,NOT_INTEGRATED,UNIT_ONLY,HIDDEN,ABSENT,MEDIUM,DESIRABLE,Locale routing/provider; translated runtime copy; localized metadata/templates,MEDIUM,L,English messages exist but are not wired to locale routing; many screens import fr.json directly.,M — Internationalization,French error codes/messages; no locale API,messages/fr.json and en.json exist; no next-intl dependency or locale routing; many direct fr imports,copy parity/unit tests only; no locale browser E2E
V51-181,182,Internationalisation,Codes erreur traduits,Mapper codes API vers textes UI.,Pas de messages backend FR hardcodés.,☐,MVP/Phase 3,Moyenne,API/Web/LP,BACKEND_PARTIAL,FRONTEND_PARTIAL,PARTIALLY_INTEGRATED,E2E_PARTIAL,ROLE_ACCESSIBLE,PARTIAL,MEDIUM,DESIRABLE,Locale routing/provider; translated runtime copy; localized metadata/templates,LOW,M,"Some errors are mapped, but the application is not systematically localized.",M — Internationalization,French error codes/messages; no locale API,messages/fr.json and en.json exist; no next-intl dependency or locale routing; many direct fr imports,copy parity/unit tests only; no locale browser E2E
V51-182,183,Internationalisation,Devise paramétrable,Support CAD puis USD.,Ne pas hardcoder CAD partout.,☐,MVP/Phase 3,Moyenne,API/Web/LP,BACKEND_PARTIAL,FRONTEND_PARTIAL,PARTIALLY_INTEGRATED,UNIT_ONLY,ROLE_ACCESSIBLE,PARTIAL,MEDIUM,DESIRABLE,Locale routing/provider; translated runtime copy; localized metadata/templates,LOW,M,"Some domain records carry currency, while many UI values remain fixed to CAD.",M — Internationalization,French error codes/messages; no locale API,messages/fr.json and en.json exist; no next-intl dependency or locale routing; many direct fr imports,copy parity/unit tests only; no locale browser E2E
V51-183,184,Internationalisation,Templates email localisés,Emails FR/EN.,Paramètre locale.,☐,MVP/Phase 3,Moyenne,API/Web/LP,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,ABSENT,MEDIUM,DESIRABLE,Locale routing/provider; translated runtime copy; localized metadata/templates,MEDIUM,L,Transactional email templates are French-only.,M — Internationalization,French error codes/messages; no locale API,messages/fr.json and en.json exist; no next-intl dependency or locale routing; many direct fr imports,copy parity/unit tests only; no locale browser E2E
V51-184,185,Internationalisation,SEO multilingue,hreflang et URLs EN.,Stratégie /en ou sous-domaine.,☐,MVP/Phase 3,Moyenne,API/Web/LP,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,ABSENT,MEDIUM,DESIRABLE,Locale routing/provider; translated runtime copy; localized metadata/templates,MEDIUM,L,"No multilingual routes, hreflang or localized metadata system exists.",M — Internationalization,French error codes/messages; no locale API,messages/fr.json and en.json exist; no next-intl dependency or locale routing; many direct fr imports,copy parity/unit tests only; no locale browser E2E
V51-185,186,Marketplace Phase 2,Stripe Connect marketplace,Enforcer commissions prestataires/lieux.,Comptes connectés et application_fee_amount.,☐,Phase 2,Haute,API/Web,BACKEND_ABSENT,FRONTEND_PLACEHOLDER,NOT_INTEGRATED,WEB_COMPONENT_ONLY,PLACEHOLDER,PLACEHOLDER,HIGH,POST-MVP,Agreements/quote domain; payment marketplace choice; communication rules,LOW,M,Stripe Connect route is a placeholder; no marketplace account lifecycle exists.,Phase 2 — Marketplace,no agreements/chat/payout module; generic vendor/venue onboarding only,"Stripe Connect, messages and ententes are placeholders; public contact fields only",no marketplace lifecycle E2E
V51-186,187,Marketplace Phase 2,Onboarding vendeur,Collecter informations Stripe Connect.,KYC via Stripe.,☐,Phase 2,Haute,API/Web,BACKEND_PARTIAL,FRONTEND_PARTIAL,PARTIALLY_INTEGRATED,E2E_PARTIAL,ROLE_ACCESSIBLE,PARTIAL,HIGH,POST-MVP,Agreements/quote domain; payment marketplace choice; communication rules,LOW,M,"Generic vendor onboarding is implemented, but not payment-provider seller onboarding.",Phase 2 — Marketplace,no agreements/chat/payout module; generic vendor/venue onboarding only,"Stripe Connect, messages and ententes are placeholders; public contact fields only",no marketplace lifecycle E2E
V51-187,188,Marketplace Phase 2,Paiement prestataire,Paiement de service via Elintys.,Checkout Connect.,☐,Phase 2,Haute,API/Web,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,ABSENT,HIGH,POST-MVP,Agreements/quote domain; payment marketplace choice; communication rules,MEDIUM,XL,Planned capability is absent in the current product.,Phase 2 — Marketplace,no agreements/chat/payout module; generic vendor/venue onboarding only,"Stripe Connect, messages and ententes are placeholders; public contact fields only",no marketplace lifecycle E2E
V51-188,189,Marketplace Phase 2,Paiement lieu,Paiement réservation via Elintys.,Checkout Connect.,☐,Phase 2,Haute,API/Web,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,ABSENT,HIGH,POST-MVP,Agreements/quote domain; payment marketplace choice; communication rules,MEDIUM,XL,Planned capability is absent in the current product.,Phase 2 — Marketplace,no agreements/chat/payout module; generic vendor/venue onboarding only,"Stripe Connect, messages and ententes are placeholders; public contact fields only",no marketplace lifecycle E2E
V51-189,190,Marketplace Phase 2,Module Agreements,Créer ententes/devis/contrats.,Workflow offre→révision→validation→signature.,☐,Phase 2,Haute,API/Web,BACKEND_ABSENT,FRONTEND_PLACEHOLDER,NOT_INTEGRATED,WEB_COMPONENT_ONLY,PLACEHOLDER,PLACEHOLDER,HIGH,POST-MVP,Agreements/quote domain; payment marketplace choice; communication rules,LOW,M,Planned capability is placeholder in the current product.,Phase 2 — Marketplace,no agreements/chat/payout module; generic vendor/venue onboarding only,"Stripe Connect, messages and ententes are placeholders; public contact fields only",no marketplace lifecycle E2E
V51-190,191,Marketplace Phase 2,Devis prestataire,Prestataire propose devis.,Entité Agreement/Quote.,☐,Phase 2,Haute,API/Web,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,ABSENT,HIGH,POST-MVP,Agreements/quote domain; payment marketplace choice; communication rules,MEDIUM,XL,Planned capability is absent in the current product.,Phase 2 — Marketplace,no agreements/chat/payout module; generic vendor/venue onboarding only,"Stripe Connect, messages and ententes are placeholders; public contact fields only",no marketplace lifecycle E2E
V51-191,192,Marketplace Phase 2,Contrat numérique,Signer ou valider contrat.,"Phase 2 simple, Phase 3 e-sign.",☐,Phase 2,Haute,API/Web,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,ABSENT,HIGH,POST-MVP,Agreements/quote domain; payment marketplace choice; communication rules,MEDIUM,XL,Planned capability is absent in the current product.,Phase 2 — Marketplace,no agreements/chat/payout module; generic vendor/venue onboarding only,"Stripe Connect, messages and ententes are placeholders; public contact fields only",no marketplace lifecycle E2E
V51-192,193,Marketplace Phase 2,Chat contextuel,Messagerie organisateur-prestataire/lieu.,NestJS WebSocket.,☐,Phase 2,Haute,API/Web,BACKEND_ABSENT,FRONTEND_PLACEHOLDER,NOT_INTEGRATED,WEB_COMPONENT_ONLY,PLACEHOLDER,PLACEHOLDER,HIGH,POST-MVP,Agreements/quote domain; payment marketplace choice; communication rules,LOW,M,Planned capability is placeholder in the current product.,Phase 2 — Marketplace,no agreements/chat/payout module; generic vendor/venue onboarding only,"Stripe Connect, messages and ententes are placeholders; public contact fields only",no marketplace lifecycle E2E
V51-193,194,Marketplace Phase 2,Règles communication,Limiter chat selon relation et rôle.,Guard + policy.,☐,Phase 2,Haute,API/Web,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,ABSENT,HIGH,POST-MVP,Agreements/quote domain; payment marketplace choice; communication rules,MEDIUM,XL,Planned capability is absent in the current product.,Phase 2 — Marketplace,no agreements/chat/payout module; generic vendor/venue onboarding only,"Stripe Connect, messages and ententes are placeholders; public contact fields only",no marketplace lifecycle E2E
V51-194,195,Marketplace Phase 2,Bouton contacter,CTA contextuel selon auth/rôle.,Vers chat ou email selon config.,☐,Phase 2,Haute,API/Web,BACKEND_PARTIAL,FRONTEND_PARTIAL,PARTIALLY_INTEGRATED,NO_TEST,ROLE_ACCESSIBLE,PARTIAL,HIGH,POST-MVP,Agreements/quote domain; payment marketplace choice; communication rules,LOW,M,"Contact details are exposed where appropriate, but no contextual contact workflow exists.",Phase 2 — Marketplace,no agreements/chat/payout module; generic vendor/venue onboarding only,"Stripe Connect, messages and ententes are placeholders; public contact fields only",no marketplace lifecycle E2E
V51-195,196,Marketplace Phase 2,Dashboard agreements,Suivi ententes par rôle.,Organisateur/prestataire/gestionnaire.,☐,Phase 2,Haute,API/Web,BACKEND_ABSENT,FRONTEND_PLACEHOLDER,NOT_INTEGRATED,WEB_COMPONENT_ONLY,PLACEHOLDER,PLACEHOLDER,HIGH,POST-MVP,Agreements/quote domain; payment marketplace choice; communication rules,LOW,M,Planned capability is placeholder in the current product.,Phase 2 — Marketplace,no agreements/chat/payout module; generic vendor/venue onboarding only,"Stripe Connect, messages and ententes are placeholders; public contact fields only",no marketplace lifecycle E2E
V51-196,197,IA,Assistant création événement,Aider à rédiger titre/description.,Streaming SSE Claude Haiku.,☐,Phase 2/3,Moyenne,API/Web/AI,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,DEFERRED,MEDIUM,POST-MVP,AI product decision; safety policy; persistence and provider architecture,LOW,XL,Planned capability is deferred in the current product.,Phase 2 — AI,src/modules/ai controller/service are empty stubs,no AI surface,no AI tests
V51-197,198,IA,Suggestions prestataires,Recommander services selon événement.,Règles Phase 2a.,☐,Phase 2/3,Moyenne,API/Web/AI,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,DEFERRED,MEDIUM,POST-MVP,AI product decision; safety policy; persistence and provider architecture,LOW,XL,Planned capability is deferred in the current product.,Phase 2 — AI,src/modules/ai controller/service are empty stubs,no AI surface,no AI tests
V51-198,199,IA,Suggestions lieux,Recommander lieux selon capacité/ville.,Règles Phase 2a.,☐,Phase 2/3,Moyenne,API/Web/AI,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,DEFERRED,MEDIUM,POST-MVP,AI product decision; safety policy; persistence and provider architecture,LOW,XL,Planned capability is deferred in the current product.,Phase 2 — AI,src/modules/ai controller/service are empty stubs,no AI surface,no AI tests
V51-199,200,IA,Collecte comportement,Stocker USER_BEHAVIOR pour recommandations.,Consentement et minimisation.,☐,Phase 2/3,Moyenne,API/Web/AI,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,DEFERRED,MEDIUM,POST-MVP,AI product decision; safety policy; persistence and provider architecture,LOW,XL,Planned capability is deferred in the current product.,Phase 2 — AI,src/modules/ai controller/service are empty stubs,no AI surface,no AI tests
V51-200,201,IA,Recommandations personnalisées,Collaborative filtering avancé.,Service IA Phase 3.,☐,Phase 2/3,Moyenne,API/Web/AI,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,DEFERRED,MEDIUM,POST-MVP,AI product decision; safety policy; persistence and provider architecture,LOW,XL,Planned capability is deferred in the current product.,Phase 2 — AI,src/modules/ai controller/service are empty stubs,no AI surface,no AI tests
V51-201,202,IA,Prévisions événement,Suggestions basées sur historiques.,Phase 2/3.,☐,Phase 2/3,Moyenne,API/Web/AI,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,DEFERRED,MEDIUM,POST-MVP,AI product decision; safety policy; persistence and provider architecture,LOW,XL,Planned capability is deferred in the current product.,Phase 2 — AI,src/modules/ai controller/service are empty stubs,no AI surface,no AI tests
V51-202,203,Mobile,App React Native,Application mobile Elintys.,Expo ou React Native selon stratégie.,☐,Phase 3,Moyenne,Mobile/API,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,DEFERRED,MEDIUM,POST-MVP,Native mobile product decision; shared API readiness; secure device/session model,LOW,XL,Planned capability is deferred in the current product.,Phase 3 — Native mobile,no mobile-specific API surface beyond shared HTTP endpoints,no React Native repository/application,no native mobile tests
V51-203,204,Mobile,Connexion mobile,Auth mobile sécurisée.,Token storage sécurisé.,☐,Phase 3,Moyenne,Mobile/API,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,DEFERRED,MEDIUM,POST-MVP,Native mobile product decision; shared API readiness; secure device/session model,LOW,XL,Planned capability is deferred in the current product.,Phase 3 — Native mobile,no mobile-specific API surface beyond shared HTTP endpoints,no React Native repository/application,no native mobile tests
V51-204,205,Mobile,Mes billets mobile,Afficher QR et historique.,Cache local.,☐,Phase 3,Moyenne,Mobile/API,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,DEFERRED,MEDIUM,POST-MVP,Native mobile product decision; shared API readiness; secure device/session model,LOW,XL,Planned capability is deferred in the current product.,Phase 3 — Native mobile,no mobile-specific API surface beyond shared HTTP endpoints,no React Native repository/application,no native mobile tests
V51-205,206,Mobile,Scan QR natif,Scanner billets via caméra.,expo-barcode-scanner ou vision-camera.,☐,Phase 3,Moyenne,Mobile/API,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,DEFERRED,MEDIUM,POST-MVP,Native mobile product decision; shared API readiness; secure device/session model,LOW,XL,Planned capability is deferred in the current product.,Phase 3 — Native mobile,no mobile-specific API surface beyond shared HTTP endpoints,no React Native repository/application,no native mobile tests
V51-206,207,Mobile,Notifications push,Rappels et alertes.,Expo Notifications FCM/APNS.,☐,Phase 3,Moyenne,Mobile/API,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,DEFERRED,MEDIUM,POST-MVP,Native mobile product decision; shared API readiness; secure device/session model,LOW,XL,Planned capability is deferred in the current product.,Phase 3 — Native mobile,no mobile-specific API surface beyond shared HTTP endpoints,no React Native repository/application,no native mobile tests
V51-207,208,Mobile,Mode hors ligne billets,Accéder billets sans réseau.,Cache signé.,☐,Phase 3,Moyenne,Mobile/API,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,DEFERRED,MEDIUM,POST-MVP,Native mobile product decision; shared API readiness; secure device/session model,LOW,XL,Planned capability is deferred in the current product.,Phase 3 — Native mobile,no mobile-specific API surface beyond shared HTTP endpoints,no React Native repository/application,no native mobile tests
V51-208,209,Mobile,Dashboard participant mobile,Expérience participant.,Phase 3.,☐,Phase 3,Moyenne,Mobile/API,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,DEFERRED,MEDIUM,POST-MVP,Native mobile product decision; shared API readiness; secure device/session model,LOW,XL,Planned capability is deferred in the current product.,Phase 3 — Native mobile,no mobile-specific API surface beyond shared HTTP endpoints,no React Native repository/application,no native mobile tests
V51-209,210,Infrastructure & qualité,Configuration Vercel Web,Déployer frontend Web.,Variables prod et previews.,☐,MVP/Plan D,Critique,Tous,BACKEND_COMPLETE,N/A,N/A,API_E2E_ONLY,INTERNAL_ONLY,IMPLEMENTED,CRITICAL,BLOCKER,Deployment providers; required CI checks; deterministic automated suites,HIGH,N/A,None material for the v5.1 row as scoped.,Maintenance only,NestJS/Mongo/Cloudinary/Render configuration and test suites,Next.js/Vercel application and Playwright suites,Wave E full gate report; package scripts; no repository CI workflows
V51-210,211,Infrastructure & qualité,Configuration Railway API,Déployer backend API.,"Auto-deploy main, secrets.",☐,MVP/Plan D,Critique,Tous,N/A,N/A,N/A,N/A,N/A,OUT_OF_SCOPE,CRITICAL,BLOCKER,Deployment providers; required CI checks; deterministic automated suites,HIGH,M,"The API is deployed on Render, not Railway; the planned provider-specific row is superseded while the deployment outcome exists.",No wave — Render superseded Railway,NestJS/Mongo/Cloudinary/Render configuration and test suites,Next.js/Vercel application and Playwright suites,Wave E full gate report; package scripts; no repository CI workflows
V51-211,212,Infrastructure & qualité,Cloudinary uploads,Activer médias utilisateurs.,Signed uploads ou API backend.,☐,MVP/Plan D,Critique,Tous,BACKEND_COMPLETE,N/A,N/A,API_E2E_ONLY,INTERNAL_ONLY,IMPLEMENTED,CRITICAL,BLOCKER,Deployment providers; required CI checks; deterministic automated suites,HIGH,N/A,None material for the v5.1 row as scoped.,Maintenance only,NestJS/Mongo/Cloudinary/Render configuration and test suites,Next.js/Vercel application and Playwright suites,Wave E full gate report; package scripts; no repository CI workflows
V51-212,213,Infrastructure & qualité,CI/CD,"Pipeline lint, typecheck, test, build.",Bloquer merge si échec.,☐,MVP/Plan D,Critique,Tous,BACKEND_PARTIAL,FRONTEND_PARTIAL,PARTIALLY_INTEGRATED,N/A,INTERNAL_ONLY,PARTIAL,CRITICAL,REQUIRED,Deployment providers; required CI checks; deterministic automated suites,HIGH,M,"Deploy integrations exist, but neither repository contains a committed CI workflow and API PRs expose no required check.",Platform hardening,NestJS/Mongo/Cloudinary/Render configuration and test suites,Next.js/Vercel application and Playwright suites,Wave E full gate report; package scripts; no repository CI workflows
V51-213,214,Infrastructure & qualité,Tests API unitaires,Maintenir tests services/controllers.,Coverage cible 80 %.,☐,MVP/Plan D,Critique,Tous,BACKEND_COMPLETE,N/A,N/A,API_E2E_ONLY,INTERNAL_ONLY,IMPLEMENTED,CRITICAL,BLOCKER,Deployment providers; required CI checks; deterministic automated suites,HIGH,N/A,None material for the v5.1 row as scoped.,Maintenance only,NestJS/Mongo/Cloudinary/Render configuration and test suites,Next.js/Vercel application and Playwright suites,Wave E full gate report; package scripts; no repository CI workflows
V51-214,215,Infrastructure & qualité,Tests intégration API,"Tester MongoDB, guards, routes.",Supertest + DB test.,☐,MVP/Plan D,Critique,Tous,BACKEND_COMPLETE,N/A,N/A,API_E2E_ONLY,INTERNAL_ONLY,IMPLEMENTED,CRITICAL,BLOCKER,Deployment providers; required CI checks; deterministic automated suites,HIGH,N/A,None material for the v5.1 row as scoped.,Maintenance only,NestJS/Mongo/Cloudinary/Render configuration and test suites,Next.js/Vercel application and Playwright suites,Wave E full gate report; package scripts; no repository CI workflows
V51-215,216,Infrastructure & qualité,Tests E2E Web,Tester parcours critiques.,Playwright.,☐,MVP/Plan D,Critique,Tous,N/A,N/A,N/A,E2E_COMPLETE,INTERNAL_ONLY,IMPLEMENTED,CRITICAL,BLOCKER,Deployment providers; required CI checks; deterministic automated suites,HIGH,N/A,None material for the v5.1 row as scoped.,Maintenance only,NestJS/Mongo/Cloudinary/Render configuration and test suites,Next.js/Vercel application and Playwright suites,Wave E full gate report; package scripts; no repository CI workflows
V51-216,217,Infrastructure & qualité,Tests Stripe webhook,Simuler webhook signé.,Raw body et idempotence.,☐,MVP/Plan D,Critique,Tous,BACKEND_COMPLETE,N/A,N/A,API_E2E_ONLY,INTERNAL_ONLY,IMPLEMENTED,HIGH,DESIRABLE,Deployment providers; required CI checks; deterministic automated suites,LOW,N/A,None material for the v5.1 row as scoped.,K — Payment Readiness,NestJS/Mongo/Cloudinary/Render configuration and test suites,Next.js/Vercel application and Playwright suites,Wave E full gate report; package scripts; no repository CI workflows
V51-217,218,Infrastructure & qualité,Tests concurrence billetterie,Détecter survente.,Requêtes parallèles.,☐,MVP/Plan D,Critique,Tous,BACKEND_COMPLETE,N/A,N/A,API_E2E_ONLY,INTERNAL_ONLY,IMPLEMENTED,CRITICAL,BLOCKER,Deployment providers; required CI checks; deterministic automated suites,HIGH,N/A,None material for the v5.1 row as scoped.,Maintenance only,NestJS/Mongo/Cloudinary/Render configuration and test suites,Next.js/Vercel application and Playwright suites,Wave E full gate report; package scripts; no repository CI workflows
V51-218,219,Infrastructure & qualité,Accessibilité WCAG,Audit a11y.,"Labels, aria, contraste.",☐,MVP/Plan D,Critique,Tous,N/A,FRONTEND_COMPLETE,N/A,E2E_COMPLETE,USER_ACCESSIBLE,IMPLEMENTED,CRITICAL,BLOCKER,Deployment providers; required CI checks; deterministic automated suites,HIGH,N/A,None material for the v5.1 row as scoped.,Maintenance only,NestJS/Mongo/Cloudinary/Render configuration and test suites,Next.js/Vercel application and Playwright suites,Wave E full gate report; package scripts; no repository CI workflows
